_ID,TimeSt,Country,Province,City,Latitude,Longitude
4960894,2017-06-21 18:31:43.597,CA,ON,Etobicoke,43.60680,-79.50630
5027016,2017-06-21 18:35:42.323,CA,ON,Brampton,43.78000,-79.74000
5320328,2017-06-21 18:56:14.693,CA,AB,Edmonton,53.41430,-113.42600
5489656,2017-06-21 19:12:12.257,CA,SK,Regina,50.46860,-104.61900
4746209,2017-06-21 19:15:02.977,CA,ON,Richmond Hill,43.84280,-79.42390
4771790,2017-06-21 19:16:47.140,CA,AB,Calgary,51.05300,-114.16100
4821117,2017-06-21 19:20:42.727,CA,ON,York,43.70300,-79.51200
4825116,2017-06-21 19:21:03.840,CA,ON,Toronto,43.64590,-79.38570
5290298,2017-06-21 19:54:34.950,CA,ON,Brantford,43.15080,-80.20940
4522431,2017-06-21 20:00:05.250,CA,ON,London,43.00040,-81.23430
4757207,2017-06-21 20:15:43.240,CA,AB,Edmonton,53.53871,-113.51924
4834837,2017-06-21 20:21:53.697,CA,AB,Edmonton,53.45640,-113.52100
4979123,2017-06-21 20:32:54.327,CA,AB,Calgary,50.97220,-114.06200
5304058,2017-06-21 20:55:33.267,CA,AB,Calgary,51.08975,-113.95440
4562574,2017-06-21 21:01:49.850,CA,ON,Thunder Bay,48.45270,-89.21620
4814072,2017-06-21 21:20:18.223,CA,ON,Burlington,43.33200,-79.80700
5154196,2017-06-21 21:44:29.697,CA,AB,Fort Mcmurray,56.71410,-111.38000
4735244,2017-06-21 22:14:11.907,CA,SK,Saskatoon,52.12020,-106.66900
5114097,2017-06-21 22:42:02.873,CA,QC,Anjou,45.60360,-73.55361
5258767,2017-06-21 22:52:26.860,CA,ON,Thunder Bay,48.40840,-89.25500
5317100,2017-06-21 22:56:03.623,CA,AB,Red Deer,52.25673,-113.84619
4994110,2017-06-21 00:33:51.563,CA,AB,Edmonton,53.51850,-113.65790
4577630,2017-06-21 01:02:14.450,CA,AB,Edmonton,53.41790,-113.57850
5577964,2017-06-21 01:19:36.210,CA,AB,Edmonton,53.55701,-113.48112
5593515,2017-06-21 01:21:07.183,CA,AB,Calgary,51.04119,-113.94057
4987972,2017-06-21 01:33:26.250,CA,AB,Calgary,50.88402,-113.95541
5244035,2017-06-21 01:51:18.020,CA,ON,Saint Catharines,43.18000,-79.21000
5246691,2017-06-21 01:51:26.690,CA,AB,Okotoks,50.73620,-113.96950
5366480,2017-06-21 01:59:52.317,CA,ON,Sudbury,46.52130,-80.94700
4528009,2017-06-21 02:00:27.963,CA,AB,Calgary,51.08230,-113.95780
4746944,2017-06-21 02:15:05.650,CA,AB,Calgary,50.90603,-113.99026
4789730,2017-06-21 02:17:54.447,CA,ON,Toronto,43.66820,-79.42090
4961049,2017-06-21 02:31:40.647,CA,ON,Newmarket,44.05870,-79.45910
4966677,2017-06-21 02:32:09.530,CA,AB,Calgary,51.05300,-114.16100
5256478,2017-06-21 02:52:16.823,CA,ON,Peterborough,44.30220,-78.33420
4555741,2017-06-21 03:01:36.197,CA,ON,Kitchener,43.45530,-80.48450
4785113,2017-06-21 03:17:31.140,CA,ON,Barrie,44.33030,-79.72680
4606761,2017-06-21 04:04:36.660,CA,QC,Saint-Laurent,45.50387,-73.68473
5445572,2017-06-21 04:07:53.367,CA,ON,Ottawa,45.34900,-75.66150
5508826,2017-06-21 04:13:58.070,CA,MB,Winnipeg,49.92437,-97.20590
5230585,2017-06-21 04:50:23.487,CA,AB,Calgary,51.11880,-113.94710
4617612,2017-06-21 05:05:25.793,CA,ON,Nepean,45.27780,-75.75630
5455028,2017-06-21 05:09:06.117,CA,AB,Calgary,51.06210,-114.11590
5465681,2017-06-21 05:10:12.033,CA,BC,Surrey,49.08108,-122.79941
5562460,2017-06-21 05:18:34.767,CA,AB,Calgary,51.03730,-114.12900
5027471,2017-06-21 05:35:47.713,CA,ON,York,43.69140,-79.43100
5382970,2017-06-21 06:01:18.100,CA,ON,North York,43.78100,-79.34830
4838018,2017-06-21 06:22:06.090,CA,NS,Sydney,46.11487,-60.20275
4854181,2017-06-21 06:23:31.257,CA,ON,Burlington,43.35135,-79.83694
4702530,2017-06-21 07:11:44.460,CA,ON,Midland,44.73750,-79.85930
4802743,2017-06-21 07:19:03.580,CA,ON,York,43.70300,-79.51200
4966136,2017-06-21 07:32:05.067,CA,AB,Calgary,51.13417,-114.23782
4989808,2017-06-21 07:33:37.603,CA,AB,Cochrane,51.18150,-114.46800
5149689,2017-06-21 07:44:18.230,CA,AB,Fort Mcmurray,56.71410,-111.38000
5489672,2017-06-21 08:12:12.463,CA,AB,Edmonton,53.54180,-113.52209
4709547,2017-06-21 08:12:26.283,CA,QC,Trois-Rivières,46.37760,-72.53520
4844106,2017-06-21 08:22:41.890,CA,BC,Vancouver,49.26125,-123.12456
5022104,2017-06-21 08:35:14.887,CA,AB,Red Deer,52.26270,-113.76700
5411383,2017-06-21 09:04:15.180,CA,ON,Toronto,43.71171,-79.46788
5070004,2017-06-21 09:38:39.007,CA,AB,Edmonton,53.41150,-113.45610
5299468,2017-06-21 09:55:14.337,CA,ON,Thornhill,43.83950,-79.38310
4558607,2017-06-21 10:01:40.300,CA,AB,Edmonton,53.41040,-113.51700
4922782,2017-06-21 10:29:33.050,CA,AB,Calgary,51.01040,-114.06600
4991414,2017-06-21 10:33:38.393,CA,AB,Edmonton,53.60754,-113.48698
5061918,2017-06-21 10:38:03.590,CA,AB,Calgary,51.12290,-114.18900
5096891,2017-06-21 10:40:49.773,CA,ON,Mississauga,43.58596,-79.78283
5112821,2017-06-21 10:41:50.460,CA,ON,Ottawa,45.42980,-75.69310
5547619,2017-06-21 11:17:35.013,CA,ON,Brantford,43.17720,-80.24800
4844451,2017-06-21 11:22:45.347,CA,ON,North York,43.78700,-79.41690
4967969,2017-06-21 11:32:11.957,CA,MB,Winnipeg,49.83784,-97.10881
5105299,2017-06-21 11:41:24.617,CA,ON,Ajax,43.84890,-79.05290
5428437,2017-06-21 12:05:56.673,CA,ON,Oshawa,43.91560,-78.86320
4734257,2017-06-21 12:14:04.783,CA,AB,Calgary,51.04988,-114.16641
5075670,2017-06-21 12:39:03.717,CA,SK,Saskatoon,52.12250,-106.72488
5124700,2017-06-21 12:42:41.860,CA,AB,Calgary,51.06824,-113.93915
5354367,2017-06-21 12:59:10.793,CA,AB,Calgary,50.97220,-114.06200
5388394,2017-06-21 13:01:39.923,CA,AB,Spruce Grove,53.55330,-113.89500
4631730,2017-06-21 13:06:17.720,CA,ON,Toronto,43.66510,-79.43690
4723673,2017-06-21 13:13:31.043,CA,ON,Kingston,44.26470,-76.55040
4829389,2017-06-21 13:21:24.983,CA,ON,Bracebridge,45.04420,-79.12860
4941061,2017-06-21 13:30:53.557,CA,ON,Nepean,45.27780,-75.75630
4608294,2017-06-21 14:04:41.370,CA,AB,Edmonton,53.55848,-113.49825
4935420,2017-06-21 14:30:37.537,CA,ON,Scarborough,43.81770,-79.28190
5159332,2017-06-21 14:45:00.890,CA,AB,Calgary,51.06300,-113.88900
5307654,2017-06-21 14:55:37.200,CA,AB,Edmonton,53.50460,-113.45300
4607591,2017-06-21 15:04:40.090,CA,BC,Surrey,49.13010,-122.83800
4738377,2017-06-21 15:14:24.487,CA,AB,Edmonton,53.63650,-113.46730
5030457,2017-06-21 15:35:57.543,CA,NB,Kinnear Settlement,45.97263,-65.22670
5108404,2017-06-21 15:41:35.473,CA,QC,Montreal,60.00000,-95.00000
5141431,2017-06-21 15:43:45.663,CA,QC,Montréal,45.49780,-73.57980
5295290,2017-06-21 15:54:49.310,CA,AB,Lethbridge,49.68360,-112.83400
4683460,2017-06-21 16:10:04.483,CA,AB,Spruce Grove,53.54628,-113.88183
4960813,2017-06-21 16:31:43.117,CA,QC,Longueuil,45.50906,-73.45620
4538007,2017-06-21 18:01:06.830,CA,ON,Brampton,43.76940,-79.76430
5395688,2017-06-21 18:02:27.860,CA,ON,Barrie,44.38510,-79.69910
4753786,2017-06-21 18:15:28.160,CA,AB,Edmonton,53.45670,-113.58010
4895272,2017-06-21 18:27:04.350,CA,AB,Edmonton,53.51850,-113.65790
4912619,2017-06-21 18:28:36.903,CA,ON,Milton,43.51520,-79.88020
4941475,2017-06-21 18:30:50.700,CA,ON,North York,43.73510,-79.50990
4953301,2017-06-21 18:31:24.110,CA,AB,Calgary,51.09050,-114.18200
4984267,2017-06-21 18:33:11.120,CA,QC,Montréal-Nord,45.60960,-73.62510
5074718,2017-06-21 18:38:57.143,CA,ON,York,43.70300,-79.51200
5175710,2017-06-21 18:45:58.953,CA,ON,Brockville,44.61700,-75.70360
5267176,2017-06-21 18:53:01.757,CA,ON,Mississauga,43.56340,-79.65090
4572663,2017-06-21 19:01:59.087,CA,ON,Newmarket,44.03900,-79.47240
4593300,2017-06-21 19:03:28.540,CA,AB,Calgary,51.08230,-113.95780
5425839,2017-06-21 19:05:29.840,CA,AB,Edmonton,53.43028,-113.62512
4666754,2017-06-21 19:08:41.887,CA,ON,Fort Erie,42.90520,-78.93650
4680272,2017-06-21 19:09:45.290,CA,AB,Calgary,51.04860,-113.96800
4707087,2017-06-21 19:12:04.127,CA,ON,Brampton,43.78000,-79.74000
5496723,2017-06-21 19:12:56.973,CA,NB,Riverview,46.04940,-64.78760
4739042,2017-06-21 19:14:32.923,CA,AB,Edmonton,53.58700,-113.44100
4832551,2017-06-21 19:21:42.277,CA,MB,Winnipeg,49.83784,-97.08087
5029237,2017-06-21 19:35:53.840,CA,NS,Dartmouth,44.67810,-63.51210
5052831,2017-06-21 19:37:39.157,CA,AB,Calgary,51.01040,-114.06600
4754411,2017-06-21 20:15:33.677,CA,ON,Toronto,43.66660,-79.38230
5084638,2017-06-21 20:39:48.697,CA,AB,Calgary,51.08760,-114.02140
5263379,2017-06-21 20:52:39.000,CA,AB,Calgary,50.98190,-114.10040
5285517,2017-06-21 20:54:26.943,CA,QC,Montreal,45.65000,-73.48330
4664259,2017-06-21 21:08:26.853,CA,AB,Taber,49.78700,-112.14600
5612720,2017-06-21 21:22:52.703,CA,ON,Burlington,43.30160,-79.85820
5157143,2017-06-21 21:44:43.027,CA,ON,Kitchener,43.42500,-80.45260
4597770,2017-06-21 22:03:58.627,CA,AB,Edson,53.70229,-116.26532
4651645,2017-06-21 22:07:27.540,CA,ON,Sarnia,42.98660,-82.38083
4819146,2017-06-21 22:20:41.443,CA,ON,Brantford,43.08398,-80.17571
4996290,2017-06-21 22:33:55.123,CA,BC,Abbotsford,49.05252,-122.31261
5217787,2017-06-21 22:49:15.513,CA,MB,Brandon,49.88517,-100.05792
4733640,2017-06-21 00:14:05.813,CA,AB,Edmonton,53.44693,-113.43865
4783884,2017-06-21 00:17:31.113,CA,ON,Niagara Falls,43.07960,-79.08290
4571908,2017-06-21 01:01:56.140,CA,AB,Calgary,51.08760,-114.02140
4658857,2017-06-21 01:08:03.270,CA,ON,Saint Catharines,43.16440,-79.24560
4664328,2017-06-21 01:08:26.950,CA,AB,Calgary,50.91558,-113.94646
5025269,2017-06-21 02:35:32.153,CA,ON,Mississauga,43.51150,-79.62920
4602428,2017-06-21 03:04:24.463,CA,AB,Edmonton,53.61120,-113.57460
4708930,2017-06-21 03:12:16.857,CA,MB,Neepawa,50.22600,-99.46700
4818146,2017-06-21 03:20:32.493,CA,AB,Edmonton,53.56869,-113.63854
5597158,2017-06-21 03:21:13.130,CA,AB,Nordegg,52.48410,-116.08300
4961118,2017-06-21 03:31:43.670,CA,ON,Brampton,43.71470,-79.70140
4623901,2017-06-21 04:05:47.550,CA,AB,Calgary,51.08230,-113.95780
5495815,2017-06-21 04:12:51.610,CA,ON,Ottawa,45.38040,-75.74680
4745909,2017-06-21 04:15:00.700,CA,AB,Red Deer,52.28950,-113.81400
4749397,2017-06-21 04:15:16.687,CA,AB,Edmonton,53.58700,-113.44100
4780677,2017-06-21 04:17:17.190,CA,AB,Calgary,50.87401,-113.98432
5357443,2017-06-21 04:59:16.550,CA,ON,Toronto,43.67350,-79.40300
4596813,2017-06-21 05:03:46.120,CA,SK,Saskatoon,52.12420,-106.66500
4779895,2017-06-21 05:17:13.040,CA,ON,Markham,43.89700,-79.26500
4828414,2017-06-21 05:21:18.950,CA,ON,Barrie,44.33030,-79.72680
4897298,2017-06-21 05:27:19.463,CA,ON,Nepean,45.27780,-75.75630
5213785,2017-06-21 05:48:51.393,CA,AB,Edmonton,53.44144,-113.43615
5216179,2017-06-21 05:49:11.877,CA,QC,Saint-Laurent,45.50381,-73.68475
5276069,2017-06-21 05:53:47.547,CA,ON,Markham,43.88000,-79.25430
5337230,2017-06-21 05:57:45.833,CA,ON,Oshawa,43.91560,-78.86320
5554142,2017-06-21 06:17:53.393,CA,ON,Ottawa,45.41770,-75.69770
5406849,2017-06-21 07:03:40.610,CA,ON,Thunder Bay,48.39309,-89.24261
4707979,2017-06-21 07:12:08.013,CA,AB,Calgary,51.01968,-114.20034
4732753,2017-06-21 07:14:01.433,CA,AB,Calgary,51.06352,-113.91323
4861540,2017-06-21 07:24:07.957,CA,AB,Edmonton,53.49909,-113.50060
4958187,2017-06-21 07:31:35.673,CA,ON,Mississauga,43.58592,-79.78269
5046468,2017-06-21 07:37:13.910,CA,ON,Brampton,43.77170,-79.66824
5121215,2017-06-21 07:42:25.260,CA,AB,Calgary,51.08230,-113.95780
5445235,2017-06-21 08:07:52.690,CA,ON,East York,43.69060,-79.31250
5596423,2017-06-21 08:21:07.100,CA,AB,Edmonton,53.51925,-113.46102
5242586,2017-06-21 08:51:11.817,CA,AB,Fort Mackay,57.29934,-111.50602
5253644,2017-06-21 08:52:03.130,CA,AB,Edmonton,53.40441,-113.52367
4518992,2017-06-21 09:00:00.380,CA,ON,Waterloo,43.46780,-80.58400
4604662,2017-06-21 09:04:28.933,CA,AB,Edmonton,53.51050,-113.37000
5284830,2017-06-21 09:54:20.307,CA,SK,Saskatoon,52.12250,-106.72488
4688351,2017-06-21 10:10:31.360,CA,AB,Calgary,51.14815,-114.12483
4756815,2017-06-21 10:15:41.590,CA,ON,Aurora,44.00010,-79.46630
5481325,2017-06-21 11:11:26.600,CA,AB,Calgary,51.14460,-114.04900
5065823,2017-06-21 11:38:21.010,CA,QC,Laval,45.57770,-73.80710
5445227,2017-06-21 12:07:50.310,CA,ON,Thornhill,43.83950,-79.38310
4952636,2017-06-21 12:31:20.597,CA,ON,Stouffville,43.96690,-79.24980
5041527,2017-06-21 12:36:53.373,CA,AB,Calgary,51.08230,-113.95780
5193113,2017-06-21 12:47:17.903,CA,AB,Calgary,51.05710,-114.07700
4937986,2017-06-21 13:30:39.317,CA,AB,Calgary,51.06210,-114.11590
5084298,2017-06-21 13:39:46.237,CA,ON,Sault Sainte Marie,46.51190,-84.30280
5184992,2017-06-21 13:46:35.317,CA,AB,Edmonton,53.51660,-113.59500
5210914,2017-06-21 13:48:36.407,CA,MB,Winnipeg,49.88450,-97.13420
5287012,2017-06-21 13:54:29.383,CA,ON,Scarborough,43.72950,-79.26290
5365236,2017-06-21 13:59:47.460,CA,ON,Markham,43.84920,-79.32580
4518329,2017-06-21 14:00:01.797,CA,ON,London,42.93990,-81.27090
4573909,2017-06-21 14:01:57.237,CA,QC,Beloeil,45.58460,-73.20390
4686893,2017-06-21 14:10:29.370,CA,ON,Aurora,44.00650,-79.45040
4834345,2017-06-21 14:21:46.817,CA,ON,North York,43.73180,-79.41820
5424210,2017-06-21 15:05:15.830,CA,ON,Thornhill,43.83950,-79.38310
4624865,2017-06-21 15:05:55.600,CA,ON,Thornhill,43.81370,-79.45380
5433614,2017-06-21 15:06:36.890,CA,SK,Yorkton,51.22300,-102.46900
4743954,2017-06-21 15:14:52.437,CA,ON,Brampton,43.70330,-79.76030
5106966,2017-06-21 15:41:33.133,CA,ON,Ottawa,45.35780,-75.70950
4847099,2017-06-21 16:22:59.367,CA,MB,Winnipeg,49.88800,-97.14640
4875189,2017-06-21 16:25:24.157,CA,AB,Fort Mcmurray,56.71898,-111.35736
5086299,2017-06-21 16:39:58.400,CA,AB,Calgary,50.97297,-113.99917
4612093,2017-06-21 17:04:55.007,CA,ON,Niagara Falls,43.09660,-79.12760
5511800,2017-06-21 17:14:21.407,CA,AB,Leduc,53.26680,-113.55200
4776123,2017-06-21 17:17:02.180,CA,ON,Toronto,43.65460,-79.38790
4822266,2017-06-21 17:20:50.897,CA,MB,Winnipeg,49.92454,-97.20577
4948570,2017-06-21 17:31:08.717,CA,ON,Kingston,44.26342,-76.55578
4966750,2017-06-21 17:32:07.983,CA,QC,Sainte-Sophie,45.81982,-73.94213
4628025,2017-06-21 18:06:02.480,CA,AB,Edmonton,53.46880,-113.50800
5475650,2017-06-21 18:11:00.627,CA,ON,Ottawa,45.44550,-75.68940
5481912,2017-06-21 18:11:26.643,CA,AB,Brooks,50.58340,-111.88510
4804658,2017-06-21 18:19:15.000,CA,AB,Calgary,51.13870,-114.20150
5251144,2017-06-21 18:51:47.700,CA,ON,York,43.68830,-79.44960
4989766,2017-06-21 19:33:37.507,CA,AB,Cochrane,51.18150,-114.46800
5126923,2017-06-21 19:42:44.633,CA,ON,Burlington,43.38890,-79.76820
4535228,2017-06-21 20:00:57.097,CA,ON,Toronto,43.66660,-79.38230
5400887,2017-06-21 20:02:53.620,CA,ON,Sarnia,42.98640,-82.36380
4628967,2017-06-21 20:06:03.323,CA,BC,Surrey,49.12095,-122.86783
4923226,2017-06-21 20:29:35.167,CA,ON,Barrie,44.33030,-79.72680
5099772,2017-06-21 20:41:04.570,CA,QC,Laval,45.57970,-73.82049
5334579,2017-06-21 20:57:30.680,CA,AB,Calgary,51.05710,-114.07700
5384365,2017-06-21 21:01:23.453,CA,NB,Colpitts Settlement,45.98567,-65.04380
5470433,2017-06-21 21:10:33.357,CA,SK,Saskatoon,52.12250,-106.72488
4614817,2017-06-21 22:05:09.753,CA,AB,Calgary,51.13300,-113.85600
5038510,2017-06-21 22:36:40.520,CA,ON,Brampton,43.78000,-79.74000
5239012,2017-06-21 22:51:01.797,CA,AB,Edmonton,53.51810,-113.57970
4625034,2017-06-21 00:05:56.053,CA,ON,Barrie,44.38510,-79.69910
4984033,2017-06-21 00:33:11.360,CA,SK,Saskatoon,52.12250,-106.72488
5595476,2017-06-21 01:21:06.467,CA,ON,Toronto,43.67980,-79.35170
5138878,2017-06-21 01:43:34.150,CA,ON,Bracebridge,45.04420,-79.12860
5139707,2017-06-21 01:43:39.380,CA,AB,Edmonton,53.58700,-113.44100
5176797,2017-06-21 01:46:06.380,CA,QC,Pierrefonds,45.50325,-73.77436
5287752,2017-06-21 01:54:30.277,CA,ON,Sudbury,46.49170,-80.99280
5363576,2017-06-21 01:59:39.183,CA,ON,Mississauga,43.57690,-79.62830
5376155,2017-06-21 02:00:38.523,CA,ON,Toronto,43.65630,-79.38580
4562117,2017-06-21 02:01:46.453,CA,ON,Kingston,44.25850,-76.48970
5149445,2017-06-21 02:44:14.800,CA,QC,Montréal,45.50200,-73.56200
4631937,2017-06-21 03:06:20.033,CA,QC,Dorval,45.44310,-73.75100
5552392,2017-06-21 03:17:49.480,CA,NS,Sydney,46.13409,-60.17490
4906924,2017-06-21 03:28:10.157,CA,AB,Calgary,51.06210,-114.11590
5108284,2017-06-21 03:41:36.160,CA,QC,Côte-Saint-Luc,45.47487,-73.64556
4657390,2017-06-21 04:07:58.083,CA,AB,Calgary,50.93160,-114.09600
4836014,2017-06-21 04:21:59.783,CA,ON,Toronto,43.68620,-79.40200
5033043,2017-06-21 04:36:12.800,CA,QC,Montréal,45.60000,-73.53330
5115800,2017-06-21 04:42:03.150,CA,ON,Brampton,43.74760,-79.69120
5380083,2017-06-21 05:00:56.820,CA,ON,Pickering,43.83369,-79.13186
5416392,2017-06-21 05:04:29.490,CA,ON,Mississauga,43.53550,-79.69150
5488381,2017-06-21 05:12:00.790,CA,AB,Ponoka,52.67450,-113.57600
5320736,2017-06-21 05:56:14.977,CA,AB,Edmonton,53.51780,-113.55200
5360949,2017-06-21 05:59:26.847,CA,AB,Innisfail,52.02690,-113.95070
4549153,2017-06-21 06:01:32.323,CA,ON,London,42.99230,-81.25310
4568522,2017-06-21 06:01:54.033,CA,ON,Kingston,44.25000,-76.53070
5582054,2017-06-21 06:20:05.477,CA,ON,North York,43.78010,-79.34790
5066120,2017-06-21 06:38:21.267,CA,AB,Calgary,51.08230,-113.95780
5147008,2017-06-21 06:44:07.233,CA,QC,Saint-Eustache,45.56560,-73.91350
4824273,2017-06-21 07:20:58.427,CA,ON,Mississauga,43.52960,-79.66300
4993165,2017-06-21 07:33:44.043,CA,AB,Calgary,51.05710,-114.07700
5077078,2017-06-21 07:39:11.557,CA,ON,North York,43.76730,-79.41110
4720567,2017-06-21 08:13:10.480,CA,AB,Calgary,51.08290,-114.09500
4847178,2017-06-21 08:23:00.213,CA,AB,Calgary,50.92830,-114.01914
5078776,2017-06-21 08:39:15.383,CA,AB,Calgary,51.04750,-114.06800
5168070,2017-06-21 08:45:36.033,CA,ON,Mississauga,43.60460,-79.67290
5230944,2017-06-21 08:50:27.893,CA,QC,Brossard,45.45710,-73.49220
4530743,2017-06-21 09:00:38.007,CA,AB,Calgary,50.84760,-114.19580
5533946,2017-06-21 09:16:24.297,CA,QC,Gatineau,45.43712,-75.78686
5593405,2017-06-21 09:21:07.030,CA,ON,Woodbridge,43.80690,-79.59780
4661519,2017-06-21 10:08:15.307,CA,QC,Montréal,45.50470,-73.55580
5489396,2017-06-21 10:12:12.777,CA,ON,Scarborough,43.69590,-79.26510
5284149,2017-06-21 10:54:18.900,CA,ON,Saint Catharines,43.19410,-79.25250
5296499,2017-06-21 10:54:59.570,CA,QC,Rimouski,48.44186,-68.55792
5511439,2017-06-21 11:14:15.953,CA,ON,York,43.69270,-79.48060
4879173,2017-06-21 11:25:47.760,CA,ON,Stratford,43.37160,-80.97730
4912097,2017-06-21 11:28:34.460,CA,SK,Saskatoon,52.12180,-106.64500
5156714,2017-06-21 11:44:38.843,CA,AB,Sturgeon,53.67155,-113.48828
5446436,2017-06-21 12:07:57.867,CA,ON,Thornhill,43.83950,-79.38310
4754223,2017-06-21 12:15:33.317,CA,ON,Newmarket,44.04600,-79.48700
5371060,2017-06-21 13:00:17.530,CA,ON,Toronto,43.66820,-79.42090
5409885,2017-06-21 13:04:14.360,CA,ON,Woodbridge,43.77190,-79.53930
5494371,2017-06-21 13:12:46.063,CA,AB,Calgary,51.00830,-114.07308
5516190,2017-06-21 13:14:47.077,CA,ON,Oakville,43.44620,-79.66880
4788599,2017-06-21 13:17:49.250,CA,ON,Toronto,43.67200,-79.37910
4792424,2017-06-21 13:18:08.327,CA,AB,Red Deer,52.29990,-113.84400
4883760,2017-06-21 13:26:01.377,CA,ON,North York,43.76770,-79.41260
4894989,2017-06-21 13:27:04.347,CA,ON,Scarborough,43.70840,-79.28560
5076091,2017-06-21 13:39:07.860,CA,ON,Ajax,43.84890,-79.05290
5308824,2017-06-21 13:55:44.063,CA,AB,Calgary,51.13870,-114.20150
5610798,2017-06-21 14:22:37.943,CA,ON,Toronto,43.66820,-79.42090
5204533,2017-06-21 14:48:17.737,CA,ON,Toronto,43.79180,-79.23650
4670356,2017-06-21 15:08:58.877,CA,QC,Outremont,45.52180,-73.60310
5609374,2017-06-21 15:22:22.697,CA,AB,Calgary,50.95050,-113.94700
5106100,2017-06-21 15:41:30.440,CA,MB,Cranberry Portage,54.58493,-101.36994
5188016,2017-06-21 15:46:51.760,CA,ON,Maple,43.85260,-79.51170
5206565,2017-06-21 15:48:20.737,CA,AB,Calgary,51.01960,-114.20029
4592143,2017-06-21 16:03:16.767,CA,ON,Fort Erie,42.90520,-78.93650
5421397,2017-06-21 16:04:57.550,CA,ON,Toronto,43.65120,-79.48280
5467032,2017-06-21 16:10:25.077,CA,ON,Toronto,43.64406,-79.38979
4713431,2017-06-21 16:12:38.623,CA,AB,Edmonton,53.60750,-113.48717
4993823,2017-06-21 16:33:49.310,CA,AB,Chestermere,51.05400,-113.81600
4999312,2017-06-21 16:34:06.353,CA,ON,Mississauga,43.58690,-79.75590
5049034,2017-06-21 16:37:23.387,CA,QC,Saint-Eustache,45.56560,-73.91350
5107471,2017-06-21 16:41:32.623,CA,AB,Calgary,51.15810,-113.93800
5322197,2017-06-21 16:56:15.070,CA,AB,Red Deer,52.38850,-113.80070
5305614,2017-06-21 17:55:36.257,CA,ON,Toronto,43.70710,-79.39780
5517576,2017-06-21 18:15:00.297,CA,ON,Toronto,43.65570,-79.36460
5526322,2017-06-21 18:15:45.527,CA,AB,Calgary,51.05240,-114.03800
4800572,2017-06-21 18:18:55.657,CA,AB,Calgary,50.96320,-114.08200
4974409,2017-06-21 18:32:37.407,CA,ON,Mississauga,43.57380,-79.71930
5081522,2017-06-21 18:39:32.363,CA,ON,Burlington,43.38890,-79.76820
4530203,2017-06-21 19:00:36.690,CA,ON,North York,43.72240,-79.44540
4571413,2017-06-21 19:01:57.150,CA,ON,Kingston,44.25850,-76.48970
4696007,2017-06-21 19:11:18.603,CA,AB,Fort Mcmurray,56.68469,-111.34015
5511872,2017-06-21 19:14:22.710,CA,QC,Trois-Rivières,46.36680,-72.61680
4984601,2017-06-21 19:33:11.713,CA,BC,Richmond,49.15264,-123.12434
5045280,2017-06-21 19:37:07.717,CA,AB,Leduc,53.26680,-113.55200
5129975,2017-06-21 19:43:01.510,CA,ON,Brampton,43.66560,-79.74700
5239479,2017-06-21 19:50:59.547,CA,AB,Calgary,51.16900,-114.14900
5284689,2017-06-21 19:54:21.310,CA,AB,Calgary,51.15810,-113.93800
5313020,2017-06-21 19:55:54.457,CA,QC,Montréal,45.50660,-73.62910
5348925,2017-06-21 19:58:51.467,CA,ON,Brampton,43.69710,-79.79440
4592092,2017-06-21 20:03:17.250,CA,QC,Outremont,45.52180,-73.60310
4596799,2017-06-21 20:03:46.700,CA,AB,Airdrie,51.28890,-114.01500
5523653,2017-06-21 20:15:32.263,CA,AB,Calgary,51.00810,-114.07300
4806429,2017-06-21 20:19:22.273,CA,ON,Mississauga,43.57380,-79.71930
5589152,2017-06-21 20:20:48.993,CA,AB,Fort Mcmurray,56.75070,-111.44600
4920751,2017-06-21 20:29:21.227,CA,AB,Edmonton,53.52280,-113.51800
5128612,2017-06-21 20:42:59.927,CA,AB,Eckville,52.35010,-114.36870
5150003,2017-06-21 20:44:19.860,CA,AB,Edmonton,53.51290,-113.62300
5170609,2017-06-21 20:45:43.597,CA,AB,Edmonton,53.44080,-113.58756
5436393,2017-06-21 21:06:55.677,CA,AB,Edmonton,53.53660,-113.51030
4891299,2017-06-21 21:26:39.123,CA,QC,Sainte-Foy,46.78230,-71.28820
5056985,2017-06-21 21:37:49.247,CA,ON,Toronto,43.66820,-79.42090
5211445,2017-06-21 21:48:38.617,CA,ON,Windsor,42.26540,-83.02610
5274303,2017-06-21 21:53:32.157,CA,QC,Saint-Hubert,45.47763,-73.43533
4710724,2017-06-21 22:12:30.313,CA,ON,Peterborough,44.28590,-78.36560
4981964,2017-06-21 22:33:01.650,CA,AB,Calgary,51.12640,-114.14190
5437520,2017-06-21 00:07:02.083,CA,AB,Calgary,51.02087,-114.10618
4880942,2017-06-21 00:25:50.720,CA,ON,London,42.93990,-81.27090
4522945,2017-06-21 01:00:02.337,CA,ON,Kitchener,43.43970,-80.43400
4557841,2017-06-21 01:01:37.170,CA,ON,Brampton,43.66560,-79.74700
5481485,2017-06-21 01:11:26.603,CA,AB,Olds,51.79890,-114.11800
5019239,2017-06-21 01:34:58.800,CA,QC,Lavaltrie,45.88460,-73.27690
4544995,2017-06-21 02:01:28.653,CA,ON,Wingham,43.90050,-81.31690
4724030,2017-06-21 02:13:35.340,CA,AB,Edmonton,53.60754,-113.48721
5544648,2017-06-21 02:17:31.703,CA,ON,Toronto,43.71290,-79.38880
